,日,平均気圧,海面気圧,降水量,最大１,最大10,平均気温,最高気温,最低気温,平均湿度,最小湿度,平均風速,最大風速,風向1,最大瞬間風速,風向２,日照時間,雪,値,昼,夜,月,年
4148,11,1023.8,1028.2,--,--,--,13.7,17.6,10.0,41,20,4.1,6.7,北北東,11.1,北北東,12.5,--,--,晴,晴,5,1992
4149,12,1023.4,1027.8,--,--,--,15.2,19.4,9.3,52,37,3.0,5.5,南,9.0,南,11.9,--,--,晴一時曇,晴時々曇,5,1992
4150,13,1020.5,1024.8,1.5,1.0,0.5,16.6,19.4,13.7,71,47,2.3,5.3,南,8.7,南,0.6,--,--,雨時々曇,雨一時曇,5,1992
4151,14,1010.2,1014.4,1.0,1.0,0.5,20.1,24.2,15.9,80,66,4.1,8.0,南西,16.2,南西,1.4,--,--,曇一時雨,曇一時雨,5,1992
4152,15,1010.9,1015.1,2.5,1.5,0.5,18.6,21.6,14.2,68,50,3.3,6.2,東北東,10.0,南東,0.5,--,--,曇,雨一時曇,5,1992
4153,16,1004.2,1008.5,8.0,2.5,1.5,14.5,16.0,13.4,89,84,2.8,4.5,東,6.6,東南東,--,--,--,雨時々曇,曇一時雨,5,1992
4154,17,1004.7,1008.9,0.0,0.0,0.0,17.7,21.7,13.0,74,57,2.7,6.4,東南東,11.7,東南東,4.8,--,--,晴後曇一時雨,雨時々曇,5,1992
4155,18,1001.3,1005.5,15.5,5.0,1.5,15.7,17.2,14.7,87,81,2.4,5.4,北,8.2,北,--,--,--,雨,曇時々雨後晴,5,1992
4156,19,1001.7,1005.8,0.0,0.0,0.0,19.6,24.5,15.6,64,33,2.8,5.4,南南西,10.1,南南西,6.3,--,--,晴後曇,曇時々晴,5,1992
4157,20,1002.0,1006.2,10.0,9.0,2.5,19.5,21.8,16.5,69,49,2.7,5.9,北北東,11.1,北北西,2.2,--,--,曇時々雨、雷を伴う,曇一時雨後晴、雷を伴う,5,1992
4158,21,1000.2,1004.4,0.0,0.0,0.0,20.3,25.3,15.2,62,32,3.1,6.8,南,12.0,南西,11.7,--,--,晴,曇時々晴一時雨,5,1992
4159,22,999.3,1003.5,4.0,3.5,1.5,21.0,27.8,17.0,64,35,3.2,9.0,南,16.2,南,7.8,--,--,曇後晴,晴一時雨、雷を伴う,5,1992
4160,23,999.9,1004.1,1.5,1.5,0.5,20.1,25.5,15.3,66,45,4.0,9.3,南西,17.8,南西,9.8,--,--,晴後曇,曇一時雨、雷を伴う,5,1992
4161,24,998.8,1002.9,6.5,6.0,4.0,20.0,22.7,17.1,71,56,4.7,9.0,南,19.1,南南西,2.5,--,--,曇時々雨一時晴、雷を伴う,晴,5,1992
4162,25,998.8,1003.0,0.0,0.0,0.0,18.0,21.9,14.4,68,46,3.8,7.9,東北東,13.2,東北東,2.5,--,--,晴時々曇一時雨,曇,5,1992
4163,26,1004.1,1008.3,3.0,2.0,1.0,16.4,19.5,13.4,67,47,2.9,5.4,北北西,9.0,東南東,2.6,--,--,曇時々晴一時雨、雷を伴う,曇時々晴一時雨、雷を伴う,5,1992
4164,27,1005.5,1009.6,--,--,--,18.0,22.3,14.6,67,44,2.9,6.1,南,11.6,北北西,5.3,--,--,曇時々晴,晴後一時曇,5,1992
4165,28,1001.7,1005.9,0.0,0.0,0.0,17.1,20.5,14.9,69,53,3.9,7.8,北,14.2,北,2.2,--,--,曇一時雨,曇一時雨後晴、雷を伴う,5,1992
4166,29,1001.8,1006.0,--,--,--,19.1,24.0,15.3,52,33,4.1,8.1,北北西,13.4,北北西,8.7,--,--,晴後一時曇,曇,5,1992
4167,30,1003.7,1007.9,42.0,14.5,5.0,16.5,18.4,14.4,79,50,3.3,6.9,東,12.2,東,0.1,--,--,大雨、雷を伴う,雨一時曇,5,1992
4168,31,1004.4,1008.6,1.0,1.0,0.5,15.2,17.3,13.8,84,75,4.1,6.3,北,10.1,北,--,--,--,曇一時雨,曇一時雨,5,1992
4169,1,1008.0,1012.2,--,--,--,18.4,22.6,14.2,65,52,3.3,5.6,北,8.8,東北東,11.8,--,--,晴,晴後曇,6,1992
4170,2,1009.0,1013.1,--,--,--,21.1,25.7,16.9,63,47,2.4,5.6,南,9.0,南,11.5,--,--,晴時々曇,晴後一時曇,6,1992
4171,3,1009.1,1013.3,--,--,--,22.7,27.8,18.8,66,32,3.0,7.1,南,11.3,南,12.0,--,--,晴一時曇,晴一時曇,6,1992
4172,4,1007.3,1011.4,--,--,--,22.7,26.9,18.8,65,40,2.6,5.5,南,10.4,南,10.7,--,--,晴,晴後曇,6,1992
4173,5,1004.0,1008.1,0.0,0.0,0.0,21.7,25.0,19.6,74,55,2.8,6.7,南,11.1,北北西,2.0,--,--,曇,曇時々雨後晴、雷を伴う,6,1992
4174,6,1006.0,1010.1,--,--,--,23.2,28.0,18.4,65,38,2.4,5.0,南,7.7,南,10.3,--,--,晴後曇,薄曇,6,1992
4175,7,1006.8,1011.0,3.5,3.5,1.0,22.4,24.3,20.9,81,73,2.5,4.6,南,9.6,南,--,--,--,曇一時雨,曇時々雨,6,1992
4176,8,999.9,1004.0,17.5,6.0,2.5,23.6,25.4,22.0,81,67,3.2,7.3,南,12.4,南東,0.3,--,--,曇時々雨,曇一時雨,6,1992
4177,9,1003.5,1007.6,0.0,0.0,0.0,23.3,25.7,19.8,68,51,2.9,6.0,東南東,8.5,東南東,--,--,--,曇一時雨,曇,6,1992
4178,10,1011.7,1015.9,0.0,0.0,0.0,19.2,21.5,16.5,73,59,3.1,5.3,北東,7.7,北東,--,--,--,曇一時雨,曇時々雨,6,1992
4179,11,1004.5,1008.6,1.0,1.0,1.0,20.6,23.2,17.7,83,73,2.7,7.0,南,12.2,南,0.8,--,--,曇時々雨,曇,6,1992
4180,12,1000.1,1004.2,--,--,--,22.8,26.4,20.4,68,52,3.3,5.8,東南東,9.5,東,2.2,--,--,曇一時晴,曇,6,1992
4181,13,1005.7,1009.8,0.0,0.0,0.0,21.8,23.5,20.6,59,46,3.0,5.4,南,8.7,南,0.1,--,--,曇,曇一時霧雨,6,1992
4182,14,1005.1,1009.2,--,0.0,--,22.7,25.1,19.5,67,53,2.5,6.4,南,10.0,南,0.4,--,--,曇一時晴,曇後雨,6,1992
4183,15,1003.3,1007.4,23.0,10.0,5.0,20.4,23.0,18.3,80,66,2.5,7.0,東北東,11.0,北東,--,--,--,雨後曇,曇時々雨後晴,6,1992
4184,16,1005.2,1009.3,0.0,0.0,0.0,21.6,25.9,17.8,60,41,2.9,6.0,南,10.3,南,9.2,--,--,晴,晴時々曇,6,1992
4185,17,1007.4,1011.6,0.0,0.0,0.0,20.6,23.5,18.2,72,57,2.6,4.6,東南東,7.7,東南東,--,--,--,曇一時雨,曇時々雨,6,1992
4186,18,1005.0,1009.2,8.0,2.5,1.0,18.1,19.3,16.9,82,72,4.1,6.9,北北東,10.6,東北東,--,--,--,雨後一時曇,曇一時雨,6,1992
4187,19,1009.9,1014.1,0.5,1.0,0.5,19.2,22.1,16.1,77,64,2.4,5.2,南東,8.8,南東,--,--,--,曇一時雨,雨時々曇,6,1992
4188,20,1008.3,1012.5,30.5,6.0,2.5,18.1,18.9,16.8,87,80,3.9,7.3,北東,14.2,北東,--,--,--,雨一時曇,雨時々曇,6,1992
4189,21,1001.3,1005.4,6.5,4.0,0.5,18.5,21.5,15.9,75,56,3.3,6.0,北北西,10.6,北北西,1.4,--,--,曇一時雨,曇一時雨後晴,6,1992
4190,22,1004.5,1008.6,0.0,0.0,0.0,19.5,23.6,16.4,66,51,3.1,6.4,南東,11.3,東南東,8.9,--,--,晴後一時曇,曇一時雨,6,1992
4191,23,1004.9,1009.2,42.0,8.5,3.0,16.0,17.4,15.0,84,69,3.5,6.0,北東,9.9,北東,--,--,--,雨時々曇,大雨,6,1992
4192,24,999.0,1003.2,52.0,12.0,4.0,16.9,19.2,15.1,80,61,5.3,8.6,北北西,16.0,北,1.0,--,--,雨後曇,曇時々晴,6,1992
4193,25,1005.6,1009.7,--,--,--,19.0,22.5,15.6,63,50,2.5,5.6,南,9.6,南,9.4,--,--,晴一時曇,曇,6,1992
4194,26,1006.6,1010.8,--,--,--,21.1,24.8,17.0,64,51,2.6,5.6,南,9.8,南南東,7.0,--,--,曇一時晴,晴,6,1992
4195,27,1009.3,1013.4,--,--,--,20.8,23.8,17.4,61,43,2.1,4.4,南東,7.4,南東,2.2,--,--,曇,曇,6,1992
4196,28,1006.2,1010.3,--,--,--,21.4,25.5,17.9,65,39,2.7,5.3,南,8.3,南,7.9,--,--,曇後晴,晴,6,1992
4197,29,1005.4,1009.6,--,--,--,22.3,25.7,18.4,64,52,2.8,6.5,南,11.1,南,3.9,--,--,曇一時晴,曇後一時雨,6,1992
4198,30,1002.2,1006.4,52.5,11.0,3.5,19.3,22.2,17.2,85,65,3.7,7.1,北北西,13.5,北北西,--,--,--,雨,大雨後曇,6,1992
4199,1,994.4,998.4,9.5,7.0,2.0,24.6,30.5,17.0,60,31,4.6,11.6,北北西,20.8,北北西,10.6,--,--,晴一時曇,曇後雨,7,1992
4200,2,1002.0,1006.1,13.5,3.5,1.0,21.4,24.8,18.6,80,63,2.4,5.1,南,9.2,南,0.8,--,--,雨時々曇,曇後一時雨,7,1992
4201,3,999.8,1003.9,0.0,0.0,0.0,22.7,26.1,20.7,77,59,2.9,5.6,南,11.5,南西,0.9,--,--,曇時々雨,曇時々晴,7,1992
4202,4,999.4,1003.4,--,--,--,24.9,29.4,21.3,71,50,1.9,4.0,南西,7.3,南西,4.1,--,--,曇一時晴,薄曇,7,1992
4203,5,999.5,1003.6,0.0,0.0,0.0,24.2,27.7,22.3,76,58,2.0,4.8,南,8.7,南西,0.6,--,--,曇時々雨,曇時々雨,7,1992
4204,6,997.1,1001.2,0.5,0.5,0.5,24.0,27.2,21.8,77,61,2.7,5.0,北東,8.2,東北東,--,--,--,曇,曇,7,1992
4205,7,999.6,1003.7,0.0,0.0,0.0,22.7,26.9,20.3,74,55,2.7,5.1,南東,8.2,東南東,2.6,--,--,曇,曇一時雨,7,1992
4206,8,1000.5,1004.6,0.5,0.5,0.5,24.2,28.4,19.7,75,57,2.5,5.0,南,10.0,南,9.1,--,--,曇一時雨後晴,晴,7,1992
4207,9,1003.1,1007.1,16.5,16.0,11.0,25.4,30.9,22.1,75,49,2.1,7.6,東北東,12.0,東北東,6.1,--,--,晴後曇一時雨、雷を伴う,晴一時雨,7,1992
4208,10,1008.7,1012.8,0.0,0.0,0.0,26.0,30.4,20.0,50,32,3.4,7.1,南,12.4,南西,11.1,--,--,晴,曇一時雨,7,1992
4209,11,1010.2,1014.3,0.0,0.0,0.0,24.4,27.0,21.6,67,57,2.6,4.8,東北東,7.2,東,0.4,--,--,雨時々曇,曇一時雨,7,1992
4210,12,1011.1,1015.2,0.0,0.0,0.0,22.9,26.8,20.5,69,56,2.8,4.7,南,8.3,東南東,4.2,--,--,曇,曇後時々雨,7,1992
4211,13,1011.5,1015.7,3.0,1.5,0.5,20.3,21.6,19.1,86,72,2.8,4.0,東北東,6.7,東南東,--,--,--,雨一時曇,雨時々曇,7,1992
4212,14,1008.8,1013.0,17.5,12.5,4.0,20.8,22.8,19.3,87,77,2.2,5.2,北東,6.8,北東,--,--,--,雨,雨後曇、雷を伴う,7,1992
4213,15,1007.0,1011.2,44.0,21.5,7.0,21.7,24.3,19.7,83,71,2.7,6.2,東南東,9.2,北東,--,--,--,曇,大雨、雷を伴う,7,1992
4214,16,1005.8,1010.0,0.0,2.5,0.5,21.8,24.9,19.5,77,61,3.1,4.9,北東,8.1,北北東,1.1,--,--,曇,曇一時雨,7,1992
4215,17,1005.5,1009.6,0.5,0.5,0.5,21.8,23.3,19.6,79,70,2.4,4.8,南,7.2,南南東,--,--,--,曇一時雨,雨時々曇,7,1992
4216,18,997.0,1001.1,6.0,2.0,0.5,23.0,25.6,21.4,87,73,1.7,3.7,南,6.5,南,0.6,--,--,曇時々雨,晴,7,1992
4217,19,1001.3,1005.3,--,--,--,27.9,33.5,21.5,58,32,2.5,5.3,北,10.0,北北西,10.7,--,--,晴,晴,7,1992
4218,20,1008.2,1012.3,--,--,--,28.3,33.7,24.5,57,36,2.6,6.2,南東,11.1,南東,12.2,--,--,晴,快晴,7,1992
4219,21,1009.2,1013.2,--,--,--,27.5,31.7,24.1,71,52,2.4,6.2,南,9.0,南,6.1,--,--,晴後曇,曇,7,1992
4220,22,1007.5,1011.6,--,--,--,27.6,30.1,25.4,77,67,1.9,5.1,南,8.8,南,0.5,--,--,曇,晴時々曇,7,1992
4221,23,1005.9,1009.9,--,--,--,28.5,33.1,25.5,74,55,2.2,5.8,南,8.9,南,7.8,--,--,晴,晴,7,1992
4222,24,1006.3,1010.4,--,--,--,28.7,32.9,25.4,67,52,2.6,5.0,東南東,10.3,南南東,6.2,--,--,晴時々曇,曇,7,1992
4223,25,1007.0,1011.0 ),0.0,0.0,0.0,28.4 ),31.5,25.9,68 ),54,1.9,3.8,南,6.2,南,3.4,--,--,曇時々晴一時雨,曇一時雨,7,1992
4224,26,1005.5,1009.5,--,--,--,28.6,31.9,25.5,69,47,1.9,4.0,南,7.0,南,4.3,--,--,薄曇一時晴,曇,7,1992
4225,27,1003.8,1007.8,--,--,--,30.3,34.7,26.1,64,41,2.2,5.5,南,8.3,南,8.9,--,--,晴時々曇,晴,7,1992
4226,28,1002.4,1006.4,--,--,--,29.4,33.3,26.4,69,52,2.4,6.7,南,10.3,南,10.5,--,--,晴,晴,7,1992
4227,29,1002.4,1006.4,--,--,--,29.7,34.1,26.2,68,49,2.6,5.5,南南西,9.9,南南西,10.0,--,--,晴,晴,7,1992
4228,30,1001.6,1005.6,--,--,--,29.5,33.1,26.7,69,59,3.1,5.9,南,11.8,南西,9.2,--,--,晴,晴,7,1992
4229,31,1000.0,1004.0,--,--,--,30.0,33.6,27.2,63,49,3.9,5.9,南,10.4,南西,11.6,--,--,晴,晴一時曇,7,1992
4230,1,1002.8,1006.8,1.5,1.0,0.5,27.5,31.8,21.9,72,57,3.6,6.5,北北東,10.7,北東,3.2,--,--,曇時々晴一時雨,雨一時曇,8,1992
4231,2,1009.2,1013.4,4.5,3.0,1.5,21.3,22.4,20.5,80,71,4.0,6.1,東北東,10.0,東北東,--,--,--,曇一時雨,曇一時雨,8,1992
4232,3,1012.9,1017.1,0.5,0.5,0.5,21.7,23.9,20.3,71,55,4.3,6.8,北東,10.0,北東,--,--,--,曇後一時雨,雨時々曇,8,1992
4233,4,1015.1,1019.3,1.0,0.5,0.5,21.1,22.8,18.9,71,50,4.2,5.8,東北東,8.9,東北東,--,--,--,曇一時雨,曇一時雨,8,1992
4234,5,1012.9,1017.0,0.0,0.0,0.0,23.0,25.9,19.0,77,65,2.0,3.9,北,6.0,北北東,--,--,--,曇時々雨,曇一時霧雨,8,1992
4235,6,1008.1,1012.2,0.0,0.0,0.0,27.3,31.2,23.8,73,55,2.7,5.8,南,8.4,南,9.3,--,--,晴一時曇,快晴,8,1992
4236,7,1006.9,1010.9,--,--,--,28.9,32.6,25.5,64,51,3.6,6.2,南西,12.7,南西,10.5,--,--,晴一時曇,晴,8,1992
4237,8,1007.1,1011.2,0.0,0.0,0.0,27.9,30.8,26.1,73,62,5.2,8.0,南,15.9,南,6.2,--,--,曇時々晴,曇一時雨,8,1992
4238,9,1001.8,1005.8,0.0,0.0,0.0,27.7,30.8,26.0,70,51,5.9,10.9,南,24.0,南,3.5,--,--,曇一時雨後晴,晴後一時曇,8,1992
4239,10,1008.1,1012.1,--,--,--,27.8,31.4,25.2,58,44,3.1,5.2,北東,8.9,南南東,6.8,--,--,晴時々曇,曇,8,1992
4240,11,1010.5,1014.6,0.0,0.0,0.0,25.1,27.8,22.0,66,56,3.1,5.5,東北東,11.0,北北西,1.7,--,--,曇,曇時々雨,8,1992
4241,12,1008.1,1012.3,1.5,1.0,0.5,23.3,25.7,20.3,82,72,2.2,4.8,北東,7.0,北北東,--,--,--,曇一時雨,曇一時雨,8,1992
4242,13,1001.8,1005.8,0.0,0.0,0.0,26.8,28.6,24.7,78,66,4.6,7.1,南,14.2,南西,0.5,--,--,曇一時雨,曇一時雨,8,1992
4243,14,1003.2,1007.3,0.0,0.0,0.0,28.0,31.4,26.0,73,56,5.0,9.0,南,15.2,南,11.0,--,--,晴,晴,8,1992
4244,15,1005.8,1009.8,--,--,--,28.3,31.6,25.3,70,54,3.9,7.0,南,12.6,南,10.0,--,--,晴,晴後曇,8,1992
4245,16,1008.3,1012.4,--,--,--,28.5,33.0,25.9,70,51,2.2,5.0,南東,9.4,南東,8.8,--,--,晴一時曇,晴一時曇,8,1992
4246,17,1009.3,1013.3,--,--,--,28.2,32.1,26.1,71,55,3.3,5.8,南東,11.5,南東,6.1,--,--,晴一時曇,晴一時曇,8,1992
4247,18,1007.6,1011.6,--,--,--,28.0,32.1,25.6,69,52,3.2,5.8,南,11.1,南,9.1,--,--,晴一時曇,晴,8,1992
4248,19,1003.1,1007.2,--,--,--,28.0,31.3,25.0,68,51,3.0,6.3,南,9.9,南南東,7.9,--,--,晴,晴一時雨,8,1992
4249,20,1000.4,1004.4,0.0,0.0,0.0,27.8,31.3,24.5,68,51,2.6,4.4,南東,9.0,東南東,4.9,--,--,晴一時曇,晴後曇,8,1992
4250,21,1001.9,1006.0,0.0,0.0,0.0,26.4,29.3,24.0,71,52,2.7,4.7,北東,9.2,南南東,0.4,--,--,曇一時雨,曇一時雨,8,1992
4251,22,1005.4,1009.4,0.0,0.0,0.0,27.6,31.6,24.4,70,49,3.1,6.3,南,9.5,南,9.2,--,--,晴,晴一時曇,8,1992
4252,23,1008.0,1012.0,--,--,--,28.8,32.4,25.5,69,55,3.7,7.8,南,12.3,南南西,11.4,--,--,晴,晴,8,1992
4253,24,1009.3,1013.4,--,--,--,29.2,33.1,27.2,71,58,4.8,8.0,南南西,17.8,南西,5.5,--,--,晴一時曇,晴,8,1992
4254,25,1009.5,1013.6,--,--,--,29.8,33.8,27.2,62,48,6.1,8.6,南西,17.2,南西,12.3,--,--,晴,晴,8,1992
4255,26,1010.2,1014.2,--,--,--,29.2,34.2,25.8,64,46,3.8,5.9,南西,11.1,南西,10.9,--,--,晴,曇一時晴,8,1992
4256,27,1013.0,1017.0,--,--,--,27.8,31.3,25.2,69,54,2.6,4.3,南,7.7,南西,1.8,--,--,曇後晴,晴,8,1992
4257,28,1012.9,1016.9,--,--,--,28.9,33.3,26.0,67,51,3.0,6.3,南,9.8,南,11.2,--,--,晴,晴,8,1992
4258,29,1014.3,1018.3,--,--,--,27.9,32.6,25.1,71,50,2.4,4.9,東北東,9.0,東,6.5,--,--,晴,曇一時晴,8,1992
4259,30,1014.9,1019.0,--,--,--,27.9,31.7,24.9,71,46,2.7,5.3,南,9.2,南,7.9,--,--,晴一時曇,晴,8,1992
4260,31,1014.5,1018.6,--,--,--,28.3,32.0,26.2,67,49,2.6,5.8,南,8.9,南,8.1,--,--,晴,晴,8,1992
4261,1,1013.9,1017.9,--,--,--,28.2,32.7,25.3,64,41,2.9,5.8,南,9.9,南,9.3,--,--,晴,晴,9,1992
4262,2,1006.2,1010.2,--,--,--,28.6,31.6,25.9,68,56,4.6,8.2,南南西,14.6,南西,7.0,--,--,晴後薄曇,薄曇,9,1992
4263,3,997.6,1001.5,--,--,--,31.1,35.2,27.3,60,45,2.9,5.3,南,8.1,南西,10.5,--,--,晴,晴,9,1992
4264,4,997.7,1001.7,--,--,--,30.6,35.1,27.2,56,40,2.9,6.0,南,10.5,南,8.4,--,--,晴,晴,9,1992
4265,5,1000.2,1004.3,--,--,--,27.8,32.6,22.7,52,30,4.5,8.6,北北西,15.7,北北西,6.7,--,--,晴時々曇,晴一時曇,9,1992
4266,6,1008.6,1012.7,--,--,--,22.7,26.2,20.5,64,47,4.9,7.4,東北東,12.1,東,4.2,--,--,晴,曇一時晴,9,1992
4267,7,1010.6,1014.8,--,--,--,22.2,25.7,19.8,61,45,4.3,6.6,北東,10.7,北東,6.9,--,--,晴一時曇,晴,9,1992
4268,8,1008.8,1013.0,--,--,--,23.2,26.6,19.9,61,49,3.1,4.6,東北東,7.3,東北東,3.8,--,--,曇時々晴,晴,9,1992
4269,9,1006.3,1010.4,--,--,--,24.5,30.1,20.5,63,41,3.0,5.9,東,9.5,東北東,10.8,--,--,快晴,晴一時雨,9,1992
4270,10,998.2,1002.3,0.0,0.0,0.0,24.8,28.6,21.3,66,47,5.4,7.7,北,12.9,北北西,0.9,--,--,曇一時雨,曇後晴,9,1992
4271,11,992.9,996.9,--,--,--,26.8,31.3,22.7,39,29,7.3,10.9,北西,21.2,北西,7.1,--,--,晴,晴一時曇,9,1992
4272,12,1003.7,1007.8,--,--,--,23.4,27.4,21.2,40,28,3.9,7.4,北北西,15.0,北北西,8.5,--,--,晴,晴時々曇,9,1992
4273,13,1007.1,1011.3,0.0,0.0,0.0,23.0,26.6,20.3,48,33,2.5,4.4,東南東,8.2,南南東,8.1,--,--,晴一時雨,曇時々晴,9,1992
4274,14,1007.0,1011.2,0.0,0.0,0.0,22.8,26.7,19.8,57,41,2.7,5.2,南,9.8,東南東,8.6,--,--,晴,曇後時々雨,9,1992
4275,15,1005.3,1009.5,1.0,0.5,0.5,21.1,23.4,18.5,84,69,1.6,3.3,北北西,5.1,北北西,--,--,--,曇時々雨,曇一時雨,9,1992
4276,16,1003.5,1007.6,--,--,--,24.4,28.6,21.2,72,53,2.2,4.3,南東,8.2,東南東,5.1,--,--,曇時々晴,曇一時雨,9,1992
4277,17,1007.3,1011.4,0.0,0.0,0.0,23.8,26.5,21.5,68,55,2.6,5.1,北東,7.4,東北東,1.0,--,--,曇,曇一時雨,9,1992
4278,18,1012.7,1016.9,7.0,6.5,2.0,22.3,25.6,18.8,65,48,3.7,6.3,東北東,9.6,東北東,1.9,--,--,曇後一時雨,雨一時曇,9,1992
4279,19,1011.7,1015.9,16.0,6.5,1.5,19.8,22.3,17.6,79,64,2.7,4.7,南,7.8,北,3.9,--,--,雨後晴,曇後一時晴,9,1992
4280,20,1013.8,1018.0,--,--,--,21.4,25.1,19.0,57,31,3.5,7.3,北北西,12.2,北,6.8,--,--,晴時々曇,曇,9,1992
4281,21,1017.5,1021.7,--,--,--,20.0,23.1,18.0,55,42,2.6,5.7,東南東,10.1,南,2.8,--,--,曇,晴一時曇,9,1992
4282,22,1022.0,1026.2,--,--,--,20.4,24.0,17.0,57,38,2.6,5.6,東南東,9.2,東南東,3.7,--,--,晴一時曇,晴,9,1992
4283,23,1021.1,1025.3,--,--,--,21.4,25.6,16.9,60,42,2.5,5.5,南,9.8,南,9.7,--,--,晴,晴,9,1992
4284,24,1015.1,1019.2,0.0,0.0,0.0,23.0,26.8,19.1,65,46,2.9,6.6,南,13.1,南西,2.6,--,--,曇時々晴一時雨,曇一時雨,9,1992
4285,25,1002.9,1006.9,8.5,4.5,1.5,25.5,28.9,22.2,67,50,5.6,9.7,南西,22.9,南西,5.2,--,--,晴後曇一時雨,雨時々曇、雷を伴う,9,1992
4286,26,1005.1,1009.3,19.0,10.5,3.5,20.9,24.3,19.8,81,70,4.3,6.9,東北東,11.6,北東,--,--,--,曇時々雨,曇,9,1992
4287,27,1012.7,1016.9,--,--,--,19.1,22.5,15.9,40,24,5.8,11.1,北北西,19.1,北北西,9.1,--,--,晴,快晴,9,1992
4288,28,1017.7,1021.9,--,--,--,18.0,21.3,14.1,44,33,3.4,5.0,北,8.8,北北西,7.2,--,--,晴後曇,曇,9,1992
4289,29,1018.1,1022.3,7.0,3.0,1.5,17.8,19.1,16.8,72,52,2.8,4.2,北北西,7.1,東,--,--,--,曇一時雨,雨一時曇,9,1992
4290,30,1012.4,1016.6,49.5,14.0,3.5,20.0,23.2,17.2,86,71,2.2,5.1,北西,8.2,北西,1.9,--,--,曇時々雨後晴,晴後曇,9,1992
4291,1,1016.8,1021.0,11.5,4.5,3.0,20.4,22.0,18.3,78,59,2.8,5.1,東北東,8.1,北北東,--,--,--,曇一時雨,雨一時曇,10,1992
4292,2,1015.6,1019.8,17.0,5.0,3.0,19.2,21.7,17.4,85,76,2.9,5.2,北,8.9,北北東,0.4,--,--,雨後曇,曇,10,1992
4293,3,1011.9,1016.0,0.0,0.0,0.0,20.8,22.9,18.4,80,71,1.8,4.0,南,7.2,南,1.5,--,--,曇後晴,曇一時雨後晴,10,1992
4294,4,1005.7,1009.9,--,0.0,--,23.3,27.3,20.1,75,61,1.9,6.4,東,11.5,東北東,5.2,--,--,晴,晴後曇一時雨,10,1992
4295,5,1012.1,1016.4,14.5,2.5,1.0,14.1,21.0,10.2,81,70,5.5,8.3,東北東,15.0,東北東,--,--,--,雨一時曇,雨,10,1992
4296,6,1016.4,1020.7,5.0,1.5,0.5,14.4,18.8,10.1,65,38,4.4,6.7,北北東,11.0,北,7.2,--,--,晴一時雨,晴,10,1992
4297,7,1022.3,1026.6,--,--,--,15.4,18.9,11.7,56,38,3.5,6.1,東北東,9.8,東,6.5,--,--,晴,晴後曇,10,1992
4298,8,1020.0,1024.2,20.5,9.5,2.5,15.8,19.4,13.2,72,58,4.0,5.9,北北西,9.8,北,0.8,--,--,曇後一時雨,大雨,10,1992
4299,9,1003.6,1007.8,119.0,29.0,7.5,18.7,23.4,14.8,75,54,4.6,11.2,北北西,22.0,北北西,3.8,--,--,曇時々晴一時雨,晴一時雨,10,1992
4300,10,1010.0,1014.2,--,--,--,20.3,25.9,14.7,54,31,3.4,7.3,北西,13.7,北北西,10.5,--,--,晴,晴,10,1992
4301,11,1018.1,1022.4,0.5,0.5,0.5,17.8,20.2,15.3,64,53,3.2,5.3,東北東,7.8,東北東,1.7,--,--,曇一時晴,曇時々雨,10,1992
4302,12,1017.1,1021.4,9.0,4.0,1.5,17.3,19.3,15.2,82,72,2.9,4.7,北北西,7.9,北北西,--,--,--,曇後雨,雨後時々曇,10,1992
4303,13,1015.9,1020.1,2.0,1.5,1.5,18.0,19.0,17.1,87,81,2.9,4.4,北,6.8,東北東,--,--,--,雨時々曇,曇一時雨,10,1992
4304,14,1012.2,1016.4,5.0,2.0,0.5,18.2,19.6,16.9,84,73,3.0,4.9,北北東,7.9,北東,--,--,--,曇後雨,雨,10,1992
4305,15,1006.5,1010.7,33.5,5.0,1.5,16.9,17.8,16.2,88,81,4.0,5.6,北東,9.9,北東,--,--,--,雨一時曇,曇,10,1992
4306,16,1007.4,1011.6,--,--,--,18.3,21.6,15.6,70,53,2.4,4.1,東,7.2,南南東,4.0,--,--,晴時々曇,曇,10,1992
4307,17,1009.9,1014.1,--,--,--,18.3,21.5,16.1,67,51,2.3,4.7,東,7.2,東,2.5,--,--,曇後晴,晴一時曇,10,1992
4308,18,1013.7,1018.0,--,--,--,16.8,20.0,14.7,70,51,2.5,4.8,東,7.6,東,0.8,--,--,曇,曇後一時雨,10,1992
4309,19,1015.9,1020.2,13.0,3.5,1.5,15.6,16.7,14.7,82,69,2.7,4.5,北,7.1,北,--,--,--,雨,大雨,10,1992
4310,20,1007.7,1011.9,62.5,12.0,6.0,15.4,16.9,13.3,89,76,4.3,7.2,北東,13.2,北西,--,--,--,雨,雨後曇,10,1992
4311,21,1009.4,1013.7,0.5,1.0,0.5,16.3,19.6,13.3,62,46,4.5,8.5,北北東,15.2,北北東,5.2,--,--,曇時々晴,晴,10,1992
4312,22,1018.8,1023.1,--,--,--,16.0,19.5,12.7,57,38,2.4,4.4,南,8.1,南東,9.9,--,--,快晴,晴,10,1992
4313,23,1018.9,1023.1,0.0,0.0,0.0,17.2,21.3,11.5,64,51,2.5,5.5,南,8.9,南,8.2,--,--,晴,曇時々晴一時雨,10,1992
4314,24,1006.8,1011.0,5.5,1.5,0.5,17.2,18.8,15.5,82,68,2.1,3.6,北北西,6.5,北北西,--,--,--,雨時々曇,雨一時曇、霧を伴う,10,1992
